route_id,departure_airport,arrival_airport,departure_country,arrival_country,departure_region,arrival_region,is_international,distance_km,avg_flight_time_h,annual_flights_2023,annual_passengers_2023,load_factor_pct,avg_aircraft_age_years,risk_index,incidents_per_mn_flights,route_type
RT02588,GMMN,EGLL,Morocco,UK,Africa,Europe,1,252,0.3,2236,222590,86.2,21.0,0.1,0.1625,Short-haul
RT02589,KMIA,KJFK,USA,USA,NorthAmerica,NorthAmerica,0,407,0.5,13921,2091154,80.6,12.5,0.372,0.096,Short-haul
RT02590,KDEN,LTAI,USA,Turkey,NorthAmerica,Europe,1,3133,3.7,5884,721563,86.2,8.7,0.1,0.1664,Medium-haul
RT02591,ZSPD,ZBAA,China,China,AsiaPacific,AsiaPacific,0,623,0.7,12336,1614359,75.8,10.8,0.312,0.152,Short-haul
RT02592,SBGR,WSSS,Brazil,Singapore,LatinAmerica,SoutheastAsia,1,745,0.9,3537,397724,75.6,6.6,0.717,0.1322,Short-haul
RT02593,OPIS,SABE,Pakistan,Argentina,SouthAsia,LatinAmerica,1,764,0.9,507,84407,83.3,9.9,0.164,0.1787,Short-haul
RT02594,WMKK,CYYC,Malaysia,Canada,AsiaPacific,NorthAmerica,1,1747,2.1,2767,333131,86.9,13.1,0.304,0.095,Short-haul
RT02595,LFMN,DNKN,France,Nigeria,Europe,Africa,1,1337,1.6,3656,602655,75.7,7.3,0.155,0.4448,Short-haul
RT02596,WMKP,VOBL,Malaysia,India,AsiaPacific,AsiaPacific,1,400,0.5,6094,756642,76.3,12.7,0.101,0.2343,Short-haul
RT02597,WIII,HELX,Indonesia,Egypt,AsiaPacific,Africa,1,804,0.9,1037,142161,86.6,13.1,0.172,0.2637,Short-haul
RT02598,SKMR,HAHM,Colombia,Ethiopia,LatinAmerica,Africa,1,2095,2.5,538,84684,76.1,9.3,1.015,0.0921,Medium-haul
RT02599,RPMD,KJFK,Philippines,USA,AsiaPacific,NorthAmerica,1,2101,2.5,1430,185694,87.5,3.6,0.642,0.0772,Medium-haul
RT02600,SCVD,CYYC,Chile,Canada,LatinAmerica,NorthAmerica,1,1123,1.3,8471,1175175,72.5,12.4,0.683,0.3924,Short-haul
RT02601,HAHM,OPKC,Ethiopia,Pakistan,Africa,SouthAsia,1,1346,1.6,6737,1034681,86.2,6.1,0.737,0.0794,Short-haul
RT02602,KORD,ZBAA,USA,China,NorthAmerica,AsiaPacific,1,613,0.7,283,33131,92.9,11.6,0.127,0.0546,Short-haul
RT02603,ZSPD,ZUUU,China,China,AsiaPacific,AsiaPacific,0,586,0.7,885,99026,73.4,10.4,0.231,0.1367,Short-haul
RT02604,LFMN,OEJN,France,Saudi Arabia,Europe,MiddleEast,1,1115,1.3,121,15436,78.4,8.9,0.778,0.049,Short-haul
RT02605,KMIA,RKSS,USA,SouthKorea,NorthAmerica,AsiaPacific,1,876,1.0,1763,189479,79.3,13.8,0.115,0.0563,Short-haul
RT02606,VVTS,MMTJ,Vietnam,Mexico,AsiaPacific,NorthAmerica,1,536,0.6,4125,439525,77.1,9.8,0.122,0.2698,Short-haul
RT02607,YMML,SCVD,Australia,Chile,AsiaPacific,LatinAmerica,1,520,0.6,724,105490,82.0,5.0,0.1,0.1222,Short-haul
RT02608,RKSS,FAOR,SouthKorea,SouthAfrica,AsiaPacific,Africa,1,200,0.2,1545,277467,75.4,8.3,0.1,0.0715,Short-haul
RT02609,RJFF,SCEL,Japan,Chile,AsiaPacific,LatinAmerica,1,512,0.6,2001,282487,73.0,8.3,0.147,0.1187,Short-haul
RT02610,VIDP,RKSI,India,SouthKorea,AsiaPacific,AsiaPacific,1,2423,2.9,9651,1519765,75.1,3.8,0.1,0.0287,Medium-haul
RT02611,KORD,ZBAA,USA,China,NorthAmerica,AsiaPacific,1,1647,1.9,708,99793,84.0,11.0,0.344,0.2108,Short-haul
RT02612,VTBS,MMGL,Thailand,Mexico,AsiaPacific,NorthAmerica,1,480,0.6,11458,1806022,93.1,4.4,0.961,0.0388,Short-haul
RT02613,KJFK,DNMM,USA,Nigeria,NorthAmerica,Africa,1,4775,5.6,2608,391687,89.4,13.5,0.305,0.0782,Medium-haul
RT02614,VNKT,VTUQ,Nepal,Thailand,SouthAsia,AsiaPacific,1,461,0.5,2288,304869,88.1,15.5,0.117,0.0667,Short-haul
RT02615,WIII,FALE,Indonesia,SouthAfrica,AsiaPacific,Africa,1,1649,1.9,1650,194189,79.4,3.0,0.1,0.3671,Short-haul
RT02616,OICC,GMAD,Iran,Morocco,MiddleEast,Africa,1,940,1.1,5612,561166,88.1,6.9,0.146,0.0446,Short-haul
RT02617,RJFF,SBGL,Japan,Brazil,AsiaPacific,LatinAmerica,1,4100,4.8,1647,328675,82.9,10.5,0.1,0.2075,Medium-haul
RT02618,VOMM,OIIE,India,Iran,AsiaPacific,MiddleEast,1,696,0.8,4292,660776,69.1,8.7,0.512,0.3431,Short-haul
RT02619,OICC,KLAX,Iran,USA,MiddleEast,NorthAmerica,1,1184,1.4,3279,498736,68.4,4.9,0.313,0.2245,Short-haul
RT02620,FNBG,HEAT,Angola,Egypt,Africa,Africa,1,2108,2.5,1659,214939,87.2,8.4,0.19,0.3621,Medium-haul
RT02621,LFMN,MMTJ,France,Mexico,Europe,NorthAmerica,1,480,0.6,2091,378500,91.0,7.8,0.44,0.1812,Short-haul
RT02622,ZSPD,EDDF,China,Germany,AsiaPacific,Europe,1,257,0.3,1101,141954,79.1,11.5,0.114,0.1785,Short-haul
RT02623,VIDP,OEDM,India,Saudi Arabia,AsiaPacific,MiddleEast,1,688,0.8,20862,4009865,75.7,13.6,0.173,0.0907,Short-haul
RT02624,LFMN,KMIA,France,USA,Europe,NorthAmerica,1,603,0.7,857,123658,80.3,12.3,0.1,0.058,Short-haul
RT02625,KJFK,OMAA,USA,UAE,NorthAmerica,MiddleEast,1,749,0.9,967,104384,91.5,5.9,0.1,0.257,Short-haul
RT02626,LFMN,SBGR,France,Brazil,Europe,LatinAmerica,1,200,0.2,1981,352732,90.5,10.4,0.273,0.0585,Short-haul
RT02627,WMKK,WARR,Malaysia,Indonesia,AsiaPacific,AsiaPacific,1,825,1.0,141,18251,87.7,9.1,0.53,0.1219,Short-haul
RT02628,ZHHH,SAEZ,China,Argentina,AsiaPacific,LatinAmerica,1,620,0.7,656,95429,81.0,13.4,0.522,0.0932,Short-haul
RT02629,EGPH,FALE,UK,SouthAfrica,Europe,Africa,1,894,1.1,1298,175249,98.0,8.0,0.141,0.1252,Short-haul
RT02630,OIIE,VTBS,Iran,Thailand,MiddleEast,AsiaPacific,1,2947,3.5,3977,434910,90.8,12.8,0.308,0.2999,Medium-haul
RT02631,WARR,HEAT,Indonesia,Egypt,AsiaPacific,Africa,1,6921,8.1,2295,393071,91.5,10.4,0.204,0.1253,Long-haul
RT02632,EDDF,FACT,Germany,SouthAfrica,Europe,Africa,1,509,0.6,977,184578,69.8,8.1,0.1,0.1364,Short-haul
RT02633,HTKJ,GMAD,Tanzania,Morocco,Africa,Africa,1,1519,1.8,4395,669046,89.0,16.8,0.127,0.0744,Short-haul
RT02634,SCAR,EGPH,Chile,UK,LatinAmerica,Europe,1,3600,4.2,2906,295551,93.3,7.4,0.349,0.7331,Medium-haul
RT02635,WSSS,ZSPD,Singapore,China,SoutheastAsia,AsiaPacific,1,515,0.6,12872,1866531,71.9,11.6,0.572,0.1448,Short-haul
RT02636,SBGL,SKBO,Brazil,Colombia,LatinAmerica,LatinAmerica,1,713,0.8,1884,113210,73.1,7.0,0.13,0.1239,Short-haul
RT02637,HELX,WSSS,Egypt,Singapore,Africa,SoutheastAsia,1,1120,1.3,11934,1701439,79.6,4.9,0.167,0.1335,Short-haul
RT02638,OPIS,OMDB,Pakistan,UAE,SouthAsia,MiddleEast,1,840,1.0,2797,329006,79.0,9.4,0.171,0.2215,Short-haul
RT02639,ZHHH,HECA,China,Egypt,AsiaPacific,Africa,1,200,0.2,155,19855,95.7,16.1,0.374,0.0956,Short-haul
RT02640,HAAB,VVTS,Ethiopia,Vietnam,Africa,AsiaPacific,1,1756,2.1,727,118851,77.1,6.9,0.123,0.1512,Short-haul
RT02641,FNLU,RJFF,Angola,Japan,Africa,AsiaPacific,1,1545,1.8,1887,279683,91.5,14.5,0.351,0.063,Short-haul
RT02642,KLAX,LFPG,USA,France,NorthAmerica,Europe,1,4308,5.1,1278,166146,92.8,16.4,0.521,0.1105,Medium-haul
RT02643,LFMN,OEJN,France,Saudi Arabia,Europe,MiddleEast,1,666,0.8,523,110211,93.3,8.1,0.228,0.0908,Short-haul
RT02644,RJTT,VIDP,Japan,India,AsiaPacific,AsiaPacific,1,3099,3.6,842,81583,67.3,8.9,0.406,0.1659,Medium-haul
RT02645,HTKA,WSSS,Tanzania,Singapore,Africa,SoutheastAsia,1,1189,1.4,1710,235913,84.6,14.3,0.292,0.1589,Short-haul
RT02646,VOMM,SBSV,India,Brazil,AsiaPacific,LatinAmerica,1,963,1.1,965,115164,74.4,7.4,0.331,0.1013,Short-haul
RT02647,CYMX,HTDA,Canada,Tanzania,NorthAmerica,Africa,1,1989,2.3,1978,388057,92.6,15.5,0.1,0.2777,Short-haul
RT02648,VNPL,OICC,Nepal,Iran,SouthAsia,MiddleEast,1,878,1.0,244,37415,79.1,14.3,0.1,0.0486,Short-haul
RT02649,MMTJ,FNHU,Mexico,Angola,NorthAmerica,Africa,1,2431,2.9,2340,306423,93.4,13.3,0.151,0.0543,Medium-haul
RT02650,GMAD,VECC,Morocco,India,Africa,AsiaPacific,1,1118,1.3,1602,257278,81.3,4.3,0.449,0.0626,Short-haul
RT02651,OEDM,SBSV,Saudi Arabia,Brazil,MiddleEast,LatinAmerica,1,2700,3.2,3560,608987,82.4,12.9,0.1,0.2735,Medium-haul
RT02652,FNHU,WSAP,Angola,Singapore,Africa,SoutheastAsia,1,6515,7.7,2896,643913,79.9,14.5,0.198,0.1428,Long-haul
RT02653,FALE,EGCC,SouthAfrica,UK,Africa,Europe,1,2898,3.4,2372,313987,94.1,9.8,0.384,0.2671,Medium-haul
RT02654,HTKJ,FAOR,Tanzania,SouthAfrica,Africa,Africa,1,1312,1.5,426,54395,84.1,10.3,0.101,0.1294,Short-haul
RT02655,VOMM,EGCC,India,UK,AsiaPacific,Europe,1,304,0.4,355,48315,91.9,10.3,0.144,0.1471,Short-haul
RT02656,KDEN,RKSI,USA,SouthKorea,NorthAmerica,AsiaPacific,1,533,0.6,226,32090,81.7,3.2,0.193,0.2118,Short-haul
RT02657,RJBB,RKPK,Japan,SouthKorea,AsiaPacific,AsiaPacific,1,1409,1.7,1232,196945,76.5,15.1,0.47,0.089,Short-haul
RT02658,OIII,OIIE,Iran,Iran,MiddleEast,MiddleEast,0,1847,2.2,1308,169313,83.8,8.7,0.672,0.2253,Short-haul
RT02659,VNPK,UUDD,Nepal,Russia,SouthAsia,Europe,1,918,1.1,1386,214161,90.3,8.0,0.692,0.0434,Short-haul
RT02660,DNKN,WSSS,Nigeria,Singapore,Africa,SoutheastAsia,1,614,0.7,796,117154,70.5,7.1,0.255,0.9127,Short-haul
RT02661,RKPK,FNBG,SouthKorea,Angola,AsiaPacific,Africa,1,391,0.5,804,102423,97.0,13.2,0.1,0.3671,Short-haul
RT02662,RPLL,URSS,Philippines,Russia,AsiaPacific,Europe,1,3532,4.2,2499,298745,74.1,9.8,0.228,0.0718,Medium-haul
RT02663,EGKK,FNHU,UK,Angola,Europe,Africa,1,2963,3.5,544,82385,74.4,16.5,0.148,0.2451,Medium-haul
RT02664,VECC,FACT,India,SouthAfrica,AsiaPacific,Africa,1,1511,1.8,3599,516754,79.1,16.4,0.1,0.0953,Short-haul
RT02665,ZGGG,OIIE,China,Iran,AsiaPacific,MiddleEast,1,1765,2.1,1575,224754,85.9,6.2,0.132,0.0652,Short-haul
RT02666,VOMM,LTAI,India,Turkey,AsiaPacific,Europe,1,976,1.1,3834,535991,81.8,15.5,0.1,0.2343,Short-haul
RT02667,EDDH,SKCL,Germany,Colombia,Europe,LatinAmerica,1,1058,1.2,1688,253576,88.1,10.3,0.1,0.1041,Short-haul
RT02668,KLAX,KDEN,USA,USA,NorthAmerica,NorthAmerica,0,1594,1.9,4448,831596,86.5,11.1,0.1,0.1947,Short-haul
RT02669,URSS,WMKK,Russia,Malaysia,Europe,AsiaPacific,1,1084,1.3,925,148943,84.8,10.1,0.286,0.0663,Short-haul
RT02670,WABB,OMAA,Indonesia,UAE,AsiaPacific,MiddleEast,1,3021,3.6,1864,429055,80.4,13.9,0.312,0.025,Medium-haul
RT02671,SBGR,VTBS,Brazil,Thailand,LatinAmerica,AsiaPacific,1,201,0.2,1044,176299,77.1,13.0,0.222,0.0805,Short-haul
RT02672,DNAS,SCAR,Nigeria,Chile,Africa,LatinAmerica,1,1131,1.3,2453,335503,86.6,13.2,0.552,0.0792,Short-haul
RT02673,SBGR,SKCL,Brazil,Colombia,LatinAmerica,LatinAmerica,1,815,1.0,127,17810,84.2,8.6,0.17,0.138,Short-haul
RT02674,SBGR,OEJN,Brazil,Saudi Arabia,LatinAmerica,MiddleEast,1,2320,2.7,3273,335737,73.9,2.1,0.197,0.0997,Medium-haul
RT02675,ZBAA,EDDM,China,Germany,AsiaPacific,Europe,1,1390,1.6,1877,286404,77.7,8.6,0.128,0.2116,Short-haul
RT02676,KDFW,RJAA,USA,Japan,NorthAmerica,AsiaPacific,1,1183,1.4,249,35034,70.9,2.0,0.716,0.2993,Short-haul
RT02677,OERK,KLAX,Saudi Arabia,USA,MiddleEast,NorthAmerica,1,258,0.3,1034,124170,81.5,6.1,0.195,0.0654,Short-haul
RT02678,MMMX,ZUUU,Mexico,China,NorthAmerica,AsiaPacific,1,959,1.1,14718,2419366,90.8,5.1,0.156,0.1217,Short-haul
RT02679,KDEN,SBSV,USA,Brazil,NorthAmerica,LatinAmerica,1,1351,1.6,1901,273684,67.9,9.5,0.239,0.0633,Short-haul
RT02680,FAOR,SKMR,SouthAfrica,Colombia,Africa,LatinAmerica,1,631,0.7,1432,191980,87.7,5.2,0.152,0.0532,Short-haul
RT02681,SKMR,OMSJ,Colombia,UAE,LatinAmerica,MiddleEast,1,2872,3.4,3081,296490,79.7,12.3,0.184,0.1199,Medium-haul
RT02682,RPVM,FALE,Philippines,SouthAfrica,AsiaPacific,Africa,1,4638,5.5,1238,207358,98.0,4.7,0.532,0.826,Medium-haul
RT02683,DNMM,MMGL,Nigeria,Mexico,Africa,NorthAmerica,1,1115,1.3,544,107625,83.2,2.9,0.182,0.1373,Short-haul
RT02684,ZBAA,SBGR,China,Brazil,AsiaPacific,LatinAmerica,1,1511,1.8,2232,251135,81.4,12.3,0.295,0.1728,Short-haul
RT02685,VVDN,OEJN,Vietnam,Saudi Arabia,AsiaPacific,MiddleEast,1,451,0.5,7147,1034665,71.5,10.5,0.283,0.2036,Short-haul
RT02686,UUEE,GMAD,Russia,Morocco,Europe,Africa,1,3086,3.6,216,27316,90.5,19.0,0.834,0.0617,Medium-haul
RT02687,YSSY,RPMD,Australia,Philippines,AsiaPacific,AsiaPacific,1,551,0.6,299,53298,84.3,11.3,0.1,0.0728,Short-haul
RT02688,HKMO,LTFM,Kenya,Turkey,Africa,Europe,1,393,0.5,2267,321081,77.0,8.9,0.255,0.0646,Short-haul
RT02689,CYYZ,OEDM,Canada,Saudi Arabia,NorthAmerica,MiddleEast,1,3132,3.7,1629,223442,94.4,10.4,0.286,0.2698,Medium-haul
RT02690,LTBA,UNNT,Turkey,Russia,Europe,Europe,1,832,1.0,1257,222381,92.0,14.4,0.447,0.1996,Short-haul
RT02691,VVDN,EDDF,Vietnam,Germany,AsiaPacific,Europe,1,600,0.7,1267,109440,82.6,12.8,0.437,0.0976,Short-haul
RT02692,OMDB,SBGR,UAE,Brazil,MiddleEast,LatinAmerica,1,3005,3.5,4340,756122,97.9,3.6,0.134,0.0228,Medium-haul
RT02693,WABB,VNPL,Indonesia,Nepal,AsiaPacific,SouthAsia,1,334,0.4,1457,226922,70.0,12.5,0.1,0.4784,Short-haul
RT02694,UNNT,LFPO,Russia,France,Europe,Europe,1,1734,2.0,397,58516,87.8,9.5,0.293,0.2959,Short-haul
RT02695,YSSY,SABE,Australia,Argentina,AsiaPacific,LatinAmerica,1,3646,4.3,3164,311199,91.6,8.5,0.307,0.2884,Medium-haul
RT02696,WABB,WSAP,Indonesia,Singapore,AsiaPacific,SoutheastAsia,1,1163,1.4,1148,164699,75.9,13.8,0.158,0.0824,Short-haul
RT02697,LTFM,VVNB,Turkey,Vietnam,Europe,AsiaPacific,1,3037,3.6,4873,800693,74.4,19.8,0.612,0.1122,Medium-haul
RT02698,WSSS,LTFM,Singapore,Turkey,SoutheastAsia,Europe,1,3725,4.4,2630,334150,83.0,17.4,0.1,0.1147,Medium-haul
RT02699,CYYZ,DNMM,Canada,Nigeria,NorthAmerica,Africa,1,200,0.2,4132,613407,79.6,7.0,0.871,0.2088,Short-haul
RT02700,RPVM,FACT,Philippines,SouthAfrica,AsiaPacific,Africa,1,2456,2.9,880,160635,76.2,15.8,0.211,0.2804,Medium-haul
RT02701,VOBL,UNNT,India,Russia,AsiaPacific,Europe,1,1177,1.4,716,109008,78.6,10.9,0.414,0.0629,Short-haul
RT02702,RJBB,MMTJ,Japan,Mexico,AsiaPacific,NorthAmerica,1,321,0.4,456,61804,89.2,12.7,0.1,0.0541,Short-haul
RT02703,SKBO,OICC,Colombia,Iran,LatinAmerica,MiddleEast,1,2179,2.6,1333,203437,95.3,10.2,0.119,0.0344,Medium-haul
RT02704,FAOR,HKJK,SouthAfrica,Kenya,Africa,Africa,1,1964,2.3,1232,106692,78.9,10.6,0.384,0.2175,Short-haul
RT02705,KJFK,YBBN,USA,Australia,NorthAmerica,AsiaPacific,1,269,0.3,1477,198543,98.0,15.7,0.109,0.5855,Short-haul
RT02706,HKJK,RKSI,Kenya,SouthKorea,Africa,AsiaPacific,1,7314,8.6,1651,304698,84.8,11.8,0.1,0.0584,Long-haul
RT02707,MMGL,VOBL,Mexico,India,NorthAmerica,AsiaPacific,1,952,1.1,379,60097,81.1,8.6,0.143,0.1669,Short-haul
RT02708,SKCL,EGCC,Colombia,UK,LatinAmerica,Europe,1,413,0.5,1125,131013,86.0,7.2,0.154,0.1357,Short-haul
RT02709,FNHU,EDDB,Angola,Germany,Africa,Europe,1,7982,9.4,546,75699,88.8,8.7,0.918,0.1456,Long-haul
RT02710,ZUUU,RJTT,China,Japan,AsiaPacific,AsiaPacific,1,884,1.0,1652,241113,71.2,12.4,0.1,0.2753,Short-haul
RT02711,EDDF,WSAP,Germany,Singapore,Europe,SoutheastAsia,1,483,0.6,1994,200333,83.0,9.3,0.416,0.1995,Short-haul
RT02712,LFLL,WABB,France,Indonesia,Europe,AsiaPacific,1,3539,4.2,1678,248071,90.9,7.8,0.18,0.0971,Medium-haul
RT02713,HTDA,RPMD,Tanzania,Philippines,Africa,AsiaPacific,1,703,0.8,1664,280539,90.3,6.8,0.1,0.0343,Short-haul
RT02714,KDFW,VNPK,USA,Nepal,NorthAmerica,SouthAsia,1,2576,3.0,840,123793,94.3,12.3,0.285,0.0672,Medium-haul
RT02715,SCAR,FACT,Chile,SouthAfrica,LatinAmerica,Africa,1,1142,1.3,396,57827,81.4,3.2,0.301,0.0406,Short-haul
RT02716,MMGL,WABB,Mexico,Indonesia,NorthAmerica,AsiaPacific,1,1082,1.3,3704,569998,77.7,12.5,0.203,0.2031,Short-haul
RT02717,OEJN,FNHU,Saudi Arabia,Angola,MiddleEast,Africa,1,3036,3.6,1726,156604,89.5,14.1,0.383,0.039,Medium-haul
RT02718,WSAP,OICC,Singapore,Iran,SoutheastAsia,MiddleEast,1,306,0.4,7632,1077335,83.8,14.7,0.656,0.1695,Short-haul
RT02719,OERK,HTKJ,Saudi Arabia,Tanzania,MiddleEast,Africa,1,882,1.0,4977,695360,85.1,10.1,0.533,0.0962,Short-haul
RT02720,UUEE,OTHH,Russia,Qatar,Europe,MiddleEast,1,492,0.6,1762,215480,79.0,3.1,0.137,0.1916,Short-haul
RT02721,RPMD,WSSS,Philippines,Singapore,AsiaPacific,SoutheastAsia,1,897,1.1,2281,211639,71.9,11.5,0.252,0.093,Short-haul
RT02722,EDDF,OEDM,Germany,Saudi Arabia,Europe,MiddleEast,1,1148,1.4,1983,256925,75.5,12.7,0.323,0.6094,Short-haul
RT02723,YSSY,WSSS,Australia,Singapore,AsiaPacific,SoutheastAsia,1,2720,3.2,2725,530171,90.8,12.7,0.303,0.3756,Medium-haul
RT02724,UUDD,OEJN,Russia,Saudi Arabia,Europe,MiddleEast,1,1090,1.3,5085,743422,74.6,6.0,0.1,0.1442,Short-haul
RT02725,OEDM,DNAS,Saudi Arabia,Nigeria,MiddleEast,Africa,1,317,0.4,2202,190235,98.0,15.2,0.1,0.7422,Short-haul
RT02726,EGLL,CYVR,UK,Canada,Europe,NorthAmerica,1,912,1.1,1065,163843,86.9,12.3,0.1,0.1196,Short-haul
RT02727,CYVR,OPIS,Canada,Pakistan,NorthAmerica,SouthAsia,1,2759,3.2,905,149125,87.7,8.5,0.523,0.0623,Medium-haul
RT02728,KORD,VNPK,USA,Nepal,NorthAmerica,SouthAsia,1,1098,1.3,281,40993,92.0,8.1,0.517,0.2159,Short-haul
RT02729,RKPK,SAEZ,SouthKorea,Argentina,AsiaPacific,LatinAmerica,1,1654,1.9,1182,230555,73.5,10.8,0.358,0.1275,Short-haul
RT02730,KJFK,SKBO,USA,Colombia,NorthAmerica,LatinAmerica,1,894,1.1,756,99046,91.1,1.0,0.126,0.1357,Short-haul
RT02731,OPLA,VTBS,Pakistan,Thailand,SouthAsia,AsiaPacific,1,1157,1.4,2232,312601,81.2,16.0,0.364,0.2512,Short-haul
RT02732,CYMX,URSS,Canada,Russia,NorthAmerica,Europe,1,335,0.4,1177,172871,89.8,5.0,0.189,0.4023,Short-haul
RT02733,CYVR,SCEL,Canada,Chile,NorthAmerica,LatinAmerica,1,438,0.5,2896,250030,71.8,8.1,0.137,0.124,Short-haul
RT02734,VTUQ,URSS,Thailand,Russia,AsiaPacific,Europe,1,506,0.6,284,38325,90.9,10.3,0.218,0.1163,Short-haul
RT02735,OICC,KDEN,Iran,USA,MiddleEast,NorthAmerica,1,2028,2.4,919,86506,82.4,4.5,0.147,0.0296,Medium-haul
RT02736,KORD,VVNB,USA,Vietnam,NorthAmerica,AsiaPacific,1,3200,3.8,5044,824979,91.1,9.2,0.1,0.1348,Medium-haul
RT02737,GMME,DNKN,Morocco,Nigeria,Africa,Africa,1,1323,1.6,1117,201361,98.0,10.2,0.155,0.2806,Short-haul
RT02738,EGKK,WIII,UK,Indonesia,Europe,AsiaPacific,1,864,1.0,2040,343341,81.7,7.6,0.1,0.0619,Short-haul
RT02739,OTHH,YMML,Qatar,Australia,MiddleEast,AsiaPacific,1,1465,1.7,208,32819,79.9,12.8,0.1,0.2093,Short-haul
RT02740,VOMM,ZBAA,India,China,AsiaPacific,AsiaPacific,1,1321,1.6,19821,3636135,77.1,9.3,0.522,0.2045,Short-haul
RT02741,HAHM,HTKJ,Ethiopia,Tanzania,Africa,Africa,1,317,0.4,3302,266321,72.7,9.7,0.133,0.1673,Short-haul
RT02742,RPLL,EGKK,Philippines,UK,AsiaPacific,Europe,1,1234,1.5,3505,641952,81.3,14.9,0.644,0.1101,Short-haul
RT02743,HELX,OTBD,Egypt,Qatar,Africa,MiddleEast,1,204,0.2,1791,201758,88.8,10.1,0.1,0.1281,Short-haul
RT02744,VOBL,WMKB,India,Malaysia,AsiaPacific,AsiaPacific,1,387,0.5,1158,183503,85.5,15.4,0.247,0.1158,Short-haul
RT02745,MMUN,WABB,Mexico,Indonesia,NorthAmerica,AsiaPacific,1,838,1.0,3650,490892,79.0,9.0,0.389,0.0611,Short-haul
RT02746,OTHH,ZGGG,Qatar,China,MiddleEast,AsiaPacific,1,1775,2.1,2374,373890,73.3,11.9,0.1,0.1931,Short-haul
RT02747,CYYC,WARR,Canada,Indonesia,NorthAmerica,AsiaPacific,1,236,0.3,289,50767,85.2,12.2,0.294,0.1501,Short-haul
RT02748,DNMM,OIIE,Nigeria,Iran,Africa,MiddleEast,1,2193,2.6,2997,389985,86.4,15.4,0.577,0.2062,Medium-haul
RT02749,KORD,OPIS,USA,Pakistan,NorthAmerica,SouthAsia,1,1161,1.4,1552,248373,83.6,4.9,0.106,0.0909,Short-haul
RT02750,OMAA,FNHU,UAE,Angola,MiddleEast,Africa,1,751,0.9,2619,488096,84.6,6.0,0.126,0.1367,Short-haul
RT02751,CYVR,MMTJ,Canada,Mexico,NorthAmerica,NorthAmerica,1,2981,3.5,3523,488593,78.6,12.7,0.186,0.1452,Medium-haul
RT02752,RPMD,MMGL,Philippines,Mexico,AsiaPacific,NorthAmerica,1,1871,2.2,743,119411,88.7,13.0,0.261,0.0505,Short-haul
RT02753,UUEE,VTUQ,Russia,Thailand,Europe,AsiaPacific,1,1302,1.5,829,106041,77.9,14.9,0.1,0.1212,Short-haul
RT02754,LFPG,WABB,France,Indonesia,Europe,AsiaPacific,1,620,0.7,527,103344,82.6,5.7,0.308,0.0812,Short-haul
RT02755,LTBA,HTKJ,Turkey,Tanzania,Europe,Africa,1,1049,1.2,340,50844,81.0,12.6,0.232,0.3439,Short-haul
RT02756,KLAX,RPMD,USA,Philippines,NorthAmerica,AsiaPacific,1,422,0.5,8377,951105,79.7,10.9,0.124,0.17,Short-haul
RT02757,VNPL,FACT,Nepal,SouthAfrica,SouthAsia,Africa,1,658,0.8,12952,1562939,82.2,10.5,1.244,0.0627,Short-haul
RT02758,VNPL,LFLL,Nepal,France,SouthAsia,Europe,1,631,0.7,2870,269517,74.7,16.3,0.1,0.1502,Short-haul
RT02759,VNPK,VTCC,Nepal,Thailand,SouthAsia,AsiaPacific,1,497,0.6,2985,388329,59.8,10.0,0.419,0.1213,Short-haul
RT02760,EDDB,OPKC,Germany,Pakistan,Europe,SouthAsia,1,2672,3.1,8832,1347363,70.4,3.8,0.272,0.113,Medium-haul
RT02761,GMMN,RJBB,Morocco,Japan,Africa,AsiaPacific,1,213,0.3,2121,326037,86.3,9.2,1.157,0.1599,Short-haul
RT02762,RJBB,LTAI,Japan,Turkey,AsiaPacific,Europe,1,826,1.0,623,89980,89.2,12.8,0.409,0.0848,Short-haul
RT02763,KLAX,RPVM,USA,Philippines,NorthAmerica,AsiaPacific,1,2436,2.9,3991,567392,78.5,7.4,0.207,0.7271,Medium-haul
RT02764,VOBL,HAHM,India,Ethiopia,AsiaPacific,Africa,1,4087,4.8,974,183829,87.7,10.1,0.144,0.115,Medium-haul
RT02765,KSFO,SKMR,USA,Colombia,NorthAmerica,LatinAmerica,1,616,0.7,1686,271226,82.7,15.3,0.375,0.1305,Short-haul
RT02766,MMGL,HKMO,Mexico,Kenya,NorthAmerica,Africa,1,690,0.8,15231,2364045,86.0,5.7,0.21,0.3528,Short-haul
RT02767,OTHH,RJBB,Qatar,Japan,MiddleEast,AsiaPacific,1,643,0.8,3247,524285,77.8,3.0,0.394,0.2947,Short-haul
RT02768,OPLA,OIII,Pakistan,Iran,SouthAsia,MiddleEast,1,2582,3.0,2635,392548,75.6,10.4,0.214,0.2026,Medium-haul
RT02769,SBGR,OMSJ,Brazil,UAE,LatinAmerica,MiddleEast,1,887,1.0,2924,630595,69.3,2.6,0.19,0.1599,Short-haul
RT02770,ZGGG,OERK,China,Saudi Arabia,AsiaPacific,MiddleEast,1,324,0.4,596,86053,92.6,11.8,0.199,0.143,Short-haul
RT02771,HEAT,WARR,Egypt,Indonesia,Africa,AsiaPacific,1,524,0.6,893,73989,96.9,6.6,0.1,0.0671,Short-haul
RT02772,VECC,LFMN,India,France,AsiaPacific,Europe,1,914,1.1,1525,238096,84.9,13.8,0.1,0.5262,Short-haul
